"act_lbl" "subject" "sd_acc_x" "sd_acc_y" "sd_acc_z" "sd_gyr_x" "sd_gyr_y" "sd_gyr_z" "sd_total_acc_x" "sd_total_acc_y" "sd_total_acc_z" "avg_acc_x" "avg_acc_y" "avg_acc_z" "avg_gyr_x" "avg_gyr_y" "avg_gyr_z" "avg_total_acc_x" "avg_total_acc_y" "avg_total_acc_z"
"Walk" 2 0.00318259802583026 0.0054303506495399 0.00663298894908003 0.0118120906434449 0.0118120906434449 0.0118120906434449 0.00293433701134667 0.00293433701134667 0.00293433701134667 0.00223391249625 0.00716104782265625 0.00808666228453125 0.00815372841359375 0.00815372841359375 0.00815372841359375 0.9640335421875 0.9640335421875 0.9640335421875
"Walk_UP" 2 0.011125373717817 0.0184956954559875 0.00926634450501729 0.0437519687604691 0.0437519687604691 0.0437519687604691 0.0105854966668399 0.0105854966668399 0.0105854966668399 -0.0013209436203125 -0.00463394236049219 0.00442132878203125 0.00122203756203125 0.00122203756203125 0.00122203756203125 0.9628782703125 0.9628782703125 0.9628782703125
"Walk_DN" 2 0.0115158730860092 0.0170427171916803 0.0176178433385797 0.0538288709357479 0.0538288709357479 0.0538288709357479 0.0117322683283102 0.0117322683283102 0.0117322683283102 -0.00504508165898437 -0.0141902306136172 -0.0102372458825781 0.0022049360703125 0.0022049360703125 0.0022049360703125 0.95753431796875 0.95753431796875 0.95753431796875
"SIT" 2 0.0141120562052417 0.0179564051412918 0.0261764205214546 0.0442551905225185 0.0442551905225185 0.0442551905225185 0.0135777729199533 0.0135777729199533 0.0135777729199533 -0.00128531235546875 -0.00672210598515625 -0.00339844090757813 -0.0038158814453125 -0.0038158814453125 -0.0038158814453125 0.955564078125 0.955564078125 0.955564078125
"STAND" 2 0.0180684697873256 0.0283518472026168 0.024479518758261 0.044772319638879 0.044772319638879 0.044772319638879 0.0183495816142341 0.0183495816142341 0.0183495816142341 0.0044701099015625 0.0151776568398437 0.0253220379679687 -0.00835447214453125 -0.00835447214453125 -0.00835447214453125 0.9599705140625 0.9599705140625 0.9599705140625
"LAY" 2 0.0136306122583606 0.0250791789999387 0.0282108177085821 0.041309807305897 0.041309807305897 0.041309807305897 0.0133653624830001 0.0133653624830001 0.0133653624830001 0.003363594159375 0.0148379781775 0.0128920128542187 -0.0043921925375 -0.0043921925375 -0.0043921925375 0.9634192921875 0.9634192921875 0.9634192921875
"Walk" 2 0.00494031344429271 0.00711203662867314 0.00865073751780196 0.0285133366631827 0.0285133366631827 0.0285133366631827 0.00491704345820298 0.00491704345820298 0.00491704345820298 -0.000399106646875 0.0008248648571875 -0.00566552560203125 -0.0060018911078125 -0.0060018911078125 -0.0060018911078125 0.96349153515625 0.96349153515625 0.96349153515625
"Walk_UP" 2 0.00429284341126361 0.00796053783627828 0.007852514377842 0.0191276705822383 0.0191276705822383 0.0191276705822383 0.0043553064205597 0.0043553064205597 0.0043553064205597 -0.00109659217046875 -0.00415049716796875 -0.008217773221875 -0.0052863034984375 -0.0052863034984375 -0.0052863034984375 0.96285239375 0.96285239375 0.96285239375
"Walk_DN" 2 0.00369654194433863 0.0076067731823591 0.00918754010418948 0.0150179425388614 0.0150179425388614 0.0150179425388614 0.00346090590732821 0.00346090590732821 0.00346090590732821 -0.00023671533953125 -0.00479373841484375 -0.00615546060617187 0.00277732996015625 0.00277732996015625 0.00277732996015625 0.96244278046875 0.96244278046875 0.96244278046875
"SIT" 2 0.0035004619862967 0.00653335431901675 0.00699313563824881 0.0115196016575799 0.0115196016575799 0.0115196016575799 0.00323283127436359 0.00323283127436359 0.00323283127436359 0.00053452290453125 0.001455899640625 0.00258860928601563 0.0047249337625 0.0047249337625 0.0047249337625 0.96280275078125 0.96280275078125 0.96280275078125
"STAND" 2 0.00303418268131931 0.00658625865106166 0.00685201227179121 0.0102790266293614 0.0102790266293614 0.0102790266293614 0.00283245243398747 0.00283245243398747 0.00283245243398747 -2.3646882578125e-05 0.00067805072421875 0.0006323270140625 0.00122338693070312 0.00122338693070312 0.00122338693070312 0.96281256484375 0.96281256484375 0.96281256484375
"LAY" 2 0.00358232714503294 0.00822947134633745 0.00581464633511468 0.00757640015259678 0.00757640015259678 0.00757640015259678 0.00372350277337043 0.00372350277337043 0.00372350277337043 0.00222545113054688 0.004505824778125 0.0004125553625 0.000439263061953125 0.000439263061953125 0.000439263061953125 0.965424853125 0.965424853125 0.965424853125
"Walk" 2 0.00405557519543327 0.00759116584729021 0.00587478413153429 0.0204522924324129 0.0204522924324129 0.0204522924324129 0.0030087626542968 0.0030087626542968 0.0030087626542968 0.00171648682101562 0.00492697213671875 0.0018403646059375 -0.00285897726484375 -0.00285897726484375 -0.00285897726484375 0.96708555546875 0.96708555546875 0.96708555546875
"Walk_UP" 2 0.00541045250178486 0.0300499049942399 0.0136272571402212 0.0171796317640697 0.0171796317640697 0.0171796317640697 0.00384141816087844 0.00384141816087844 0.00384141816087844 0.00389727094875 0.00128677470390625 -0.0104060028234375 -0.023201909853125 -0.023201909853125 -0.023201909853125 1.01288307265625 1.01288307265625 1.01288307265625
"Walk_DN" 2 0.00259133091393488 0.00981592211001369 0.00924647155361685 0.0117805861580637 0.0117805861580637 0.0117805861580637 0.00211849534551623 0.00211849534551623 0.00211849534551623 -7.013929046875e-05 -0.0044787349625 -0.00334406322164063 -0.0116973114507109 -0.0116973114507109 -0.0116973114507109 1.0129813515625 1.0129813515625 1.0129813515625
"SIT" 2 0.0024627910412265 0.00371634740524878 0.00491383228723285 0.00498379631224002 0.00498379631224002 0.00498379631224002 0.00230044569552694 0.00230044569552694 0.00230044569552694 0.00014733418984375 0.00136481856953125 0.00101253069141406 0.00167910336725781 0.00167910336725781 0.00167910336725781 1.0132906640625 1.0132906640625 1.0132906640625
"STAND" 2 0.00240144164055316 0.00820600327162792 0.00529996801243496 0.00490113840960608 0.00490113840960608 0.00490113840960608 0.00238278146120871 0.00238278146120871 0.00238278146120871 0.0001203841859375 0.00496730908828125 0.00298516120758594 0.00489217983382812 0.00489217983382812 0.00489217983382812 1.013287140625 1.013287140625 1.013287140625
"LAY" 2 0.00230572401224817 0.00763377611109312 0.00641675806926138 0.0069794610364492 0.0069794610364492 0.0069794610364492 0.00230977115337049 0.00230977115337049 0.00230977115337049 -0.000191527982835938 0.0063797865546875 0.0011739126046875 0.00205797085492188 0.00205797085492188 0.00205797085492188 1.0132603515625 1.0132603515625 1.0132603515625
"Walk" 2 0.00231392041613286 0.00707692169183061 0.00551994688268931 0.0060495060983006 0.0060495060983006 0.0060495060983006 0.00230562655988809 0.00230562655988809 0.00230562655988809 0.000148205709664063 -0.00289855937734375 -0.00251448858898437 0.00177805097555469 0.00177805097555469 0.00177805097555469 1.01359615625 1.01359615625 1.01359615625
"Walk_UP" 2 0.00295914175371689 0.00653240305749263 0.00597410409590918 0.00497637417378871 0.00497637417378871 0.00497637417378871 0.00294267227650429 0.00294267227650429 0.00294267227650429 -0.00051988654640625 -0.00363028430539062 0.000796313918125 0.00223152316461719 0.00223152316461719 0.00223152316461719 1.0129961953125 1.0129961953125 1.0129961953125
"Walk_DN" 2 0.00264095037203935 0.00401475286999399 0.00487699201731633 0.00457872641498327 0.00457872641498327 0.00457872641498327 0.00254428793756759 0.00254428793756759 0.00254428793756759 -0.0005587857696875 0.000797146514140625 0.00356085128851562 -0.000539118285273437 -0.000539118285273437 -0.000539118285273437 1.01238890625 1.01238890625 1.01238890625
"SIT" 2 0.00187457846439293 0.00332793806538969 0.00528070237712376 0.00488703094222284 0.00488703094222284 0.00488703094222284 0.0018319303668625 0.0018319303668625 0.0018319303668625 0.00023389603 0.0001805517434375 0.00101311327953125 0.000137259135585938 0.000137259135585938 0.000137259135585938 1.0126429296875 1.0126429296875 1.0126429296875
"STAND" 2 0.00199495214045347 0.00336712407225584 0.00496105373435254 0.00519846998252281 0.00519846998252281 0.00519846998252281 0.00190225228030956 0.00190225228030956 0.00190225228030956 0.00013370306234375 0.000501652549921875 0.0002431421559375 -0.000238283210546875 -0.000238283210546875 -0.000238283210546875 1.012711296875 1.012711296875 1.012711296875
"LAY" 2 0.00259014516465729 0.00418144749610141 0.00598508219432148 0.00655976140775929 0.00655976140775929 0.00655976140775929 0.00254414172596599 0.00254414172596599 0.00254414172596599 -0.000272276127460937 8.028259203125e-05 -0.000180233534132813 -0.00073382973609375 -0.00073382973609375 -0.00073382973609375 1.012328609375 1.012328609375 1.012328609375
"Walk" 2 0.00277847928995851 0.00472658812895192 0.00627842500523135 0.00950055559562261 0.00950055559562261 0.00950055559562261 0.00274994109725751 0.00274994109725751 0.00274994109725751 -0.000376926036289062 0.000917940614921875 0.00107359547547656 -0.00067780150625 -0.00067780150625 -0.00067780150625 1.01197884375 1.01197884375 1.01197884375
"Walk_UP" 2 0.00294154683792329 0.00596314141299778 0.00681657750571283 0.00846619028316988 0.00846619028316988 0.00846619028316988 0.00283216303609608 0.00283216303609608 0.00283216303609608 0.000557866477828125 -0.00106848910265625 -0.000334937857578125 0.00072777667421875 0.00072777667421875 0.00072777667421875 1.0127625390625 1.0127625390625 1.0127625390625
"Walk_DN" 2 0.0164574247400184 0.0253176139946796 0.0413190217238684 0.0600564898852664 0.0600564898852664 0.0600564898852664 0.00890447611789585 0.00890447611789585 0.00890447611789585 0.00161301475490625 0.0102248189976562 -0.0203294957421875 -0.2236570796875 -0.2236570796875 -0.2236570796875 1.02387500859375 1.02387500859375 1.02387500859375
"SIT" 2 0.0060868436101827 0.0168131068010566 0.01315721462351 0.0543430332306089 0.0543430332306089 0.0543430332306089 0.00493423200471745 0.00493423200471745 0.00493423200471745 -0.00146384778640625 0.00430142005859375 0.0043464454828125 -0.1232075053125 -0.1232075053125 -0.1232075053125 1.0239416875 1.0239416875 1.0239416875
"STAND" 2 0.00250941477741763 0.00581176934509709 0.00527772410562942 0.036839932285134 0.036839932285134 0.036839932285134 0.00239507585215968 0.00239507585215968 0.00239507585215968 0.000545842871890625 -0.00571707385546875 -0.0052779613765625 -0.0453191473820313 -0.0453191473820313 -0.0453191473820313 1.02358565625 1.02358565625 1.02358565625
"LAY" 2 0.00300151779229718 0.0039366220137111 0.00499659787590226 0.0161818763752617 0.0161818763752617 0.0161818763752617 0.003002990631688 0.003002990631688 0.003002990631688 -6.9007799296875e-05 -0.000280895241328125 -0.0039925379984375 -0.00173295795234375 -0.00173295795234375 -0.00173295795234375 1.023698578125 1.023698578125 1.023698578125
"Walk" 2 0.00634773170156219 0.00706355136190989 0.00965010501997612 0.0145050977630686 0.0145050977630686 0.0145050977630686 0.00634812871370651 0.00634812871370651 0.00634812871370651 0.0003460048890625 0.00267164819304687 -0.00229842571640625 0.0124764857125 0.0124764857125 0.0124764857125 1.0242125859375 1.0242125859375 1.0242125859375
"Walk_UP" 2 0.00631461742591684 0.00869818136950908 0.00943060686086132 0.0159196701514308 0.0159196701514308 0.0159196701514308 0.00631349602471831 0.00631349602471831 0.00631349602471831 0.000462023110859375 0.00353631460859375 -0.00161696408234375 0.0112268464164063 0.0112268464164063 0.0112268464164063 1.02448659375 1.02448659375 1.02448659375
"Walk_DN" 2 0.00330994690573857 0.0139333628219879 0.00419735807776478 0.00892557077804896 0.00892557077804896 0.00892557077804896 0.003291270758259 0.003291270758259 0.003291270758259 -0.000367000087421875 -0.00926631261484375 -0.000503971003125 0.00589582173359375 0.00589582173359375 0.00589582173359375 1.0239830234375 1.0239830234375 1.0239830234375
"SIT" 2 0.00309559049219256 0.0104442710822407 0.00495020050645413 0.00464914473916211 0.00464914473916211 0.00464914473916211 0.00306580828484219 0.00306580828484219 0.00306580828484219 -0.000779902158359375 -0.0130118720039062 0.000350466926875 0.0020488733890625 0.0020488733890625 0.0020488733890625 1.0233115390625 1.0233115390625 1.0233115390625
"STAND" 2 0.00274160641688888 0.00711520199752811 0.00528023325383986 0.00370698814511764 0.00370698814511764 0.00370698814511764 0.00267528861346853 0.00267528861346853 0.00267528861346853 -0.000305076703835937 -0.00047625199265625 -0.00136394988453125 0.00104898492585938 0.00104898492585938 0.00104898492585938 1.022943125 1.022943125 1.022943125
"LAY" 2 0.00198803864710749 0.00349508400104884 0.00695049260757448 0.0032470215245744 0.0032470215245744 0.0032470215245744 0.00196148132941903 0.00196148132941903 0.00196148132941903 2.049786634375e-05 0.00249598377890625 0.00120279542875 0.00038226035 0.00038226035 0.00038226035 1.022836046875 1.022836046875 1.022836046875
"Walk" 2 0.0024479243707451 0.00391136174790887 0.007590846564574 0.00468106420245272 0.00468106420245272 0.00468106420245272 0.00243259681685559 0.00243259681685559 0.00243259681685559 -0.0001610296928125 -0.000371776258125 0.0027883122671875 -0.000598992758203125 -0.000598992758203125 -0.000598992758203125 1.022595546875 1.022595546875 1.022595546875
"Walk_UP" 2 0.0359032443584618 0.0112651715181441 0.0100711683494548 0.042883488930373 0.042883488930373 0.042883488930373 0.0188437930337314 0.0188437930337314 0.0188437930337314 -0.021392563646875 -0.00405499325632813 0.004484106605 0.0261556439378125 0.0261556439378125 0.0261556439378125 -0.1775712634375 -0.1775712634375 -0.1775712634375
"Walk_DN" 2 0.00570336778271901 0.00602583647066168 0.00537571545742207 0.0128398702071929 0.0128398702071929 0.0128398702071929 0.00526546437437893 0.00526546437437893 0.00526546437437893 0.00480766423234375 -0.00339478310875 0.00377146528533594 -0.00397944829453125 -0.00397944829453125 -0.00397944829453125 -0.17406981328125 -0.17406981328125 -0.17406981328125
"SIT" 2 0.00504951900359346 0.0034236819369676 0.00329539007014844 0.00608947844524332 0.00608947844524332 0.00608947844524332 0.00336059375102659 0.00336059375102659 0.00336059375102659 0.0016701151846875 -0.00223678364742187 0.00281406463814844 -0.0117654891171875 -0.0117654891171875 -0.0117654891171875 -0.172417365625 -0.172417365625 -0.172417365625
"STAND" 2 0.00297197445291885 0.00310506395822759 0.00364258395165453 0.00538502040731082 0.00538502040731082 0.00538502040731082 0.00290772096262698 0.00290772096262698 0.00290772096262698 -0.00113689516491406 -0.00216791759757031 0.002534113789375 -0.0084202439490625 -0.0084202439490625 -0.0084202439490625 -0.17337931640625 -0.17337931640625 -0.17337931640625
"LAY" 2 0.00279468429845632 0.00247692335722644 0.00405197198306856 0.00342287312881368 0.00342287312881368 0.00342287312881368 0.00273886073859869 0.00273886073859869 0.00273886073859869 -0.000258843106945312 -0.000370577413664063 0.00147071539492187 -0.00312452138203125 -0.00312452138203125 -0.00312452138203125 -0.17361614140625 -0.17361614140625 -0.17361614140625
"Walk" 2 0.00224110443817561 0.00199742277821157 0.0042231603202045 0.0029075555010822 0.0029075555010822 0.0029075555010822 0.00224076170299754 0.00224076170299754 0.00224076170299754 0.000230740961875 -0.000263492445625 0.00105353242023438 -0.000876861571328125 -0.000876861571328125 -0.000876861571328125 -0.17331858515625 -0.17331858515625 -0.17331858515625
"Walk_UP" 2 0.00267810009923022 0.00206251282409785 0.0044706368541517 0.00321060707724857 0.00321060707724857 0.00321060707724857 0.00268068678907148 0.00268068678907148 0.00268068678907148 0.000553584542859375 -0.000817905421015625 -0.00045515827125 0.000824180673359375 0.000824180673359375 0.000824180673359375 -0.1728006 -0.1728006 -0.1728006
"Walk_DN" 2 0.00375492860793981 0.00324944036227233 0.00446009276033028 0.00346664229348575 0.00346664229348575 0.00346664229348575 0.00453371638706546 0.00453371638706546 0.00453371638706546 0.00305285858535937 0.00122716211734375 -0.0021705084946875 0.00300261637109375 0.00300261637109375 0.00300261637109375 -0.16934730078125 -0.16934730078125 -0.16934730078125
"SIT" 2 0.00489455216162871 0.00328094778542266 0.0046047534846222 0.00519713114651764 0.00519713114651764 0.00519713114651764 0.00364390785481389 0.00364390785481389 0.00364390785481389 0.00274475379015625 0.00235279567675781 -0.00160153173070312 0.0003982447796875 0.0003982447796875 0.0003982447796875 -0.16585116640625 -0.16585116640625 -0.16585116640625
"STAND" 2 0.00442711793142123 0.00389570208096197 0.00482386459975651 0.00565237536561683 0.00565237536561683 0.00565237536561683 0.00343227085355962 0.00343227085355962 0.00343227085355962 -0.0011663818546875 -0.00136009197324219 0.00182591501679688 -0.00215602367870391 -0.00215602367870391 -0.00215602367870391 -0.166974159375 -0.166974159375 -0.166974159375
"LAY" 2 0.0067105825306316 0.00595145122341231 0.0062363924742585 0.00863220482931455 0.00863220482931455 0.00863220482931455 0.0061876454821165 0.0061876454821165 0.0061876454821165 0.00318149005078125 0.0005558653415625 -0.000619499351015625 0.00407395154863984 0.00407395154863984 0.00407395154863984 -0.16348659765625 -0.16348659765625 -0.16348659765625
"Walk" 2 0.0484360103503347 0.021161060467079 0.0178146422723927 0.0847813649556004 0.0847813649556004 0.0847813649556004 0.0127201124135668 0.0127201124135668 0.0127201124135668 0.0128625630390625 -0.0116366100107031 -0.00181722566875 0.21058166109375 0.21058166109375 0.21058166109375 -0.06813379359375 -0.06813379359375 -0.06813379359375
"Walk_UP" 2 0.0279545417325651 0.00617594378058988 0.00896435079348762 0.0570770847098686 0.0570770847098686 0.0570770847098686 0.00828080655712504 0.00828080655712504 0.00828080655712504 0.0103365059140625 0.00218514688929688 -0.000341188820546875 0.092413404140625 0.092413404140625 0.092413404140625 -0.06448030703125 -0.06448030703125 -0.06448030703125
"Walk_DN" 2 0.0140988490442787 0.0032867538116313 0.00594322422190218 0.0252275480387963 0.0252275480387963 0.0252275480387963 0.00809582709547076 0.00809582709547076 0.00809582709547076 -0.00313103068203125 -0.00151241806421875 0.00285175583570312 0.0241050524210937 0.0241050524210937 0.0241050524210937 -0.063576878828125 -0.063576878828125 -0.063576878828125
"SIT" 2 0.0103913524641479 0.00337228727806647 0.0046952582451516 0.0126176601908915 0.0126176601908915 0.0126176601908915 0.00643166966643366 0.00643166966643366 0.00643166966643366 0.0035716173959375 -7.1045364140625e-05 -8.12107835234375e-05 -0.00599188311796875 -0.00599188311796875 -0.00599188311796875 -0.05933428125 -0.05933428125 -0.05933428125
"STAND" 2 0.00915555400015443 0.00378014433207022 0.00423548993211923 0.00493867135696451 0.00493867135696451 0.00493867135696451 0.00633249363794563 0.00633249363794563 0.00633249363794563 -0.00211541056578125 -0.000315303915546875 0.00136190210595313 -0.014451022171875 -0.014451022171875 -0.014451022171875 -0.06242643953125 -0.06242643953125 -0.06242643953125
"LAY" 2 0.0106806904404873 0.00363370132782133 0.00418405129195727 0.0053614706118736 0.0053614706118736 0.0053614706118736 0.00834780000484082 0.00834780000484082 0.00834780000484082 0.00357694965234375 -0.000530198539921875 -0.000130467210492187 -0.0122308011234375 -0.0122308011234375 -0.0122308011234375 -0.057633654921875 -0.057633654921875 -0.057633654921875
"Walk" 2 0.0103517344318807 0.00340795675310227 0.00484286491232345 0.00519798937341097 0.00519798937341097 0.00519798937341097 0.00588065308056665 0.00588065308056665 0.00588065308056665 0.00138707604609375 -0.000127032033203125 2.04100226875e-05 -0.00815350312078125 -0.00815350312078125 -0.00815350312078125 -0.055831870859375 -0.055831870859375 -0.055831870859375
"Walk_UP" 2 0.0102228315007715 0.00346084584461402 0.00502086745726732 0.00575229105657092 0.00575229105657092 0.00575229105657092 0.00773071064395122 0.00773071064395122 0.00773071064395122 -2.01979559375e-05 -0.000409284390164062 0.000918736769609375 -0.0006807902528125 -0.0006807902528125 -0.0006807902528125 -0.05622861515625 -0.05622861515625 -0.05622861515625
"Walk_DN" 2 0.00959845139329703 0.00330553727212141 0.00424202059648683 0.00474275196028781 0.00474275196028781 0.00474275196028781 0.00860932893076085 0.00860932893076085 0.00860932893076085 0.00761819093546875 0.000786072027335938 -0.00123754823117188 0.00181569531985156 0.00181569531985156 0.00181569531985156 -0.047556350625 -0.047556350625 -0.047556350625
"SIT" 2 0.0111628086617179 0.00350153855916771 0.00549205208035524 0.00570103477123047 0.00570103477123047 0.00570103477123047 0.00645074508443592 0.00645074508443592 0.00645074508443592 -0.00029168385078125 -0.000587456714296875 0.00111895675859375 -0.00208397862194531 -0.00208397862194531 -0.00208397862194531 -0.047436906484375 -0.047436906484375 -0.047436906484375
"STAND" 2 0.0104922109905128 0.00294717353197239 0.00522582851896872 0.00643436742695646 0.00643436742695646 0.00643436742695646 0.00726113886538577 0.00726113886538577 0.00726113886538577 -0.0002652900921875 -0.00162186981810937 0.00286346728976562 0.000180658205078125 0.000180658205078125 0.000180658205078125 -0.047459699140625 -0.047459699140625 -0.047459699140625
"LAY" 2 0.00852472522667951 0.00299310771792379 0.0050307011975413 0.00518042296855243 0.00518042296855243 0.00518042296855243 0.00881592174172974 0.00881592174172974 0.00881592174172974 0.0095022244 0.000746986406734375 -0.00087135448546875 0.00292748148203125 0.00292748148203125 0.00292748148203125 -0.03654068265625 -0.03654068265625 -0.03654068265625
"Walk" 2 0.0132925095235413 0.00324844651590001 0.00485396603194089 0.0053455211757538 0.0053455211757538 0.0053455211757538 0.00801835642237013 0.00801835642237013 0.00801835642237013 -0.0004796531875 0.00035197322125 -0.00126932218226562 -0.00073714769921875 -0.00073714769921875 -0.00073714769921875 -0.036832651328125 -0.036832651328125 -0.036832651328125
"Walk_UP" 2 0.175077933388852 0.141679811080666 0.101017736049235 0.337235714231458 0.337235714231458 0.337235714231458 0.174779391780226 0.174779391780226 0.174779391780226 -0.0151702913101563 -0.00797593456796875 0.0037746052234375 -0.258517107695312 -0.258517107695312 -0.258517107695312 0.97111093984375 0.97111093984375 0.97111093984375
